MSG_ID,MSG_NAME,SOURCE,DESTINATION,LIFE_TIME,SINGLE_INSTANCE,USED,KEEP_HISTORY,MSG_TABLE_NAME,DESCRIPTION,SEND_TAG
2299167,TRCK_ModCalcPerformed,EAF2.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,model calculation result from aggr,0
2299171,TRCK_SampleStoreRequest,EAF2.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,modified sample back from origin aggregate to all others,0
2299172,TRCK_TunParSyncRequest,EAF2.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,tuning parameter synchronize request from aggr,0
2299173,TRCK_EquipmentSyncRequest,EAF2.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,equipment synchronize request from aggr,0
2299174,TRCK_ExtDataStoreRequest,EAF2.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,external data store request from aggr,0
2299181,GUI_RequestHotMetal,EAF2.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,hot metal request,0
2299182,GUI_RequestScrap,EAF2.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,scrap request,0
9961514,COM_WeighingRequest,COM.PREMELT,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast weighing request to aggr,0
9961516,COM_ReladleRequest,COM.LADLE,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast reladle request to aggr,0
2299125,TRCK_PremeltHandling,EAF2.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt handling,0
9921515,COM_TakeOverRequest,COM.SCHED,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast takeover request to aggr,0
9922512,COM_WeighingRequest,COM.PREMELT,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast weighing request to aggr,0
9922513,COM_ReladleRequest,COM.LADLE,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast reladle request to aggr,0
9922515,COM_TakeOverRequest,COM.SCHED,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast takeover request to aggr,0
9922180,COM_Report,COM.REPSTORE,EAF2.REPSEND,7200,0,1,86400,NULL,Report Message from COM to Aggr,0
9922514,COM_ReorderRequest,COM.SCHED,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast reorder request to aggr,0
9961520,COM_TakeOverRequest,COM.SCHED,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast takeover request to aggr,0
9961521,COM_TakeOverRequest,COM.SCHED,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast takeover request to aggr,0
9922501,COM_MatStoreRequest,COM.TRCKCOM,EAF2.TRCKAGGR,7200,0,1,86400,NULL,broadcast material data to aggr,0
9922502,COM_GradeStoreRequest,COM.TRCKCOM,EAF2.TRCKAGGR,7200,0,1,86400,NULL,broadcast grade data to aggr,0
2199110,L2_L3_TCP_SEND,EAF1.TRCKEAF,COM.COM_L3,7200,0,1,86400,NULL,eaf heat report,0
9922503,COM_SchemaStoreRequest,COM.TRCKCOM,EAF2.TRCKAGGR,7200,0,1,86400,NULL,broadcast schema data to aggr,0
9922504,COM_SMPStoreRequest,COM.TRCKCOM,EAF2.TRCKAGGR,7200,0,1,86400,NULL,broadcast SMP data to aggr,0
9922510,COM_SampleStoreRequest,COM.TRCKCOM,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9922511,COM_ModCalcRequest,COM,EAF2.TRCKEAF,7200,0,1,86400,NULL,model calculation request to aggr,0
9922521,TRCK_SampleStoreRequest,COM.$BROADCAST,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9922523,TRCK_EquipmentSyncRequest,COM.$BROADCAST,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast equipment synchronize to aggr,0
9922524,TRCK_ExtDataStoreRequest,COM.$BROADCAST,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast external data to aggr,0
9999601,INT_L3_PROD_ORDER,COM.COM_L3,COM.SCHED,7200,0,1,86400,NULL,Schedule,0
9999602,INT_L3_GRADE,COM.COM_L3,COM.TRCKCOM,7200,0,1,86400,NULL,Grade,0
9999603,INT_L3_MATERIAL,COM.COM_L3,COM.TRCKCOM,7200,0,1,86400,NULL,Material,0
9999610,INT_LAB_SAMPLE_RESULT,COM.COM_LAB,COM.TRCKCOM,7200,0,1,86400,NULL,Analysis,0
9999299,TPQC_Send,COM,COM.TPQCLINK,7200,0,1,86400,NULL,TPQC Data to COM,0
2199299,TPQC_Send,EAF1.TRCKEAF,COM.TPQCLINK,7200,0,1,86400,NULL,TPQC Data to COM,0
2299299,TPQC_Send,EAF2.TRCKEAF,COM.TPQCLINK,7200,0,1,86400,NULL,TPQC Data to COM,0
6199299,TPQC_Send,VOD1.TRCKVOD,COM.TPQCLINK,7200,0,1,86400,NULL,TPQC Data to COM,0
9971210,INT_L3_CCM,COM.COM_L3,CCM1,7200,0,1,86400,INT_L3_CCM,tcp link messages for CCM,0
9971201,INT_MS_HEAT_STATUS_CCM,COM.$BROADCAST,CCM1,7200,0,1,86400,INT_MS_HEAT_STATUS_CCM,heat status for CCM,0
7199101,INT_CCM_HEAT_STATUS,CCM1,COM.$BROADCAST,7200,0,1,86400,INT_CCM_HEAT_STATUS,CCM Heat Status,0
7199102,INT_CCM_HEAT_REPORT,CCM1,COM.$BROADCAST,7200,0,0,86400,INT_CCM_HEAT_REPORT,CCM Heat Report,0
7199103,INT_CCM_SLAB_REPORT,CCM1,COM.$BROADCAST,7200,0,0,86400,INT_CCM_SLAB_REPORT,CCM Slab Report,0
7199104,INT_CCM_SLAB_ROUTING,CCM1,COM.$BROADCAST,7200,0,0,86400,INT_CCM_SLAB_ROUTING,CCM Slab Report,0
9922522,TRCK_TunParSyncRequest,COM.$BROADCAST,EAF2.TRCKEAF,7200,0,1,86400,NULL,broadcast tuning parameter synchronize to aggr,0
7199100,INT_CCM_L3,CCM1,COM.$BROADCAST,7200,0,1,86400,INT_CCM_L3,CCM Message,0
9999100,INT_CCM_L3,COM.$BROADCAST,COM.COM_L3,7200,0,1,86400,NULL,CCM Message,0
2199200,INT_EAF_HEAT_REPORT_CCM,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,heat report for CCM,0
2199210,L2_LAB_TCP_SEND,EAF1.TRCKEAF,COM.COM_LAB,7200,0,1,86400,NULL,eaf sample request,0
2299210,L2_LAB_TCP_SEND,EAF2.TRCKEAF,COM.COM_LAB,7200,0,1,86400,NULL,eaf sample request,0
6199210,L2_LAB_TCP_SEND,VOD1.TRCKVOD,COM.COM_LAB,7200,0,1,86400,NULL,vod sample request,0
2199202,INT_SAMPLE_RESULT,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,heat analysis for CCM,0
2299202,INT_SAMPLE_RESULT,EAF2.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,heat status for CCM,0
6199202,INT_SAMPLE_RESULT,VOD1.TRCKVOD,COM.$BROADCAST,7200,0,1,86400,NULL,heat status for CCM,0
9971202,INT_SAMPLE_RESULT,COM.$BROADCAST,CCM1,7200,0,1,86400,INT_SAMPLE_RESULT,heat status for CCM,0
9999202,INT_SAMPLE_RESULT,COM.TRCKCOM,COM.$BROADCAST,7200,0,1,86400,INT_SAMPLE_RESULT,heat status for CCM,0
6199101,GUI_CreateSchedule,VOD1,COM.SCHED,7200,0,1,86400,NULL,order create,0
6199102,GUI_ModifySchedule,VOD1,COM.SCHED,7200,0,1,86400,NULL,order modify,0
6199103,GUI_ModifySchedule_Items,VOD1,COM.SCHED,7200,0,1,86400,NULL,order modify items,0
6199104,GUI_DeleteSchedule,VOD1,COM.SCHED,7200,0,1,86400,NULL,order delete,0
6199121,GUI_CreatePremelt,VOD1.TRCKVOD,COM.PREMELT,7200,0,1,86400,NULL,premelt create,0
6199122,GUI_ModifyPremelt,VOD1.TRCKVOD,COM.PREMELT,7200,0,1,86400,NULL,premelt modify,0
6199123,GUI_ModifyPremelt_Items,VOD1.TRCKVOD,COM.PREMELT,7200,0,1,86400,NULL,premelt modify items,0
6199124,GUI_DeletePremelt,VOD1.TRCKVOD,COM.PREMELT,7200,0,1,86400,NULL,premelt delete,0
6199161,TRCK_AggrPlantStatus,VOD1.TRCKVOD,COM.PROD,7200,0,1,86400,NULL,plant status from aggr,0
6199162,TRCK_LadleAggrStatus,VOD1.TRCKVOD,COM.LADLE,7200,0,1,86400,NULL,ladle status from aggr,0
6199163,TRCK_ReportCOM,VOD1.TRCKVOD,COM.TRCKCOM,7200,0,1,86400,NULL,reports from aggr,0
6199167,TRCK_ModCalcPerformed,VOD1.TRCKVOD,COM,7200,0,1,86400,NULL,model calculation result from aggr,0
6199171,TRCK_SampleStoreRequest,VOD1.TRCKVOD,COM.$BROADCAST,7200,0,1,86400,NULL,modified sample back from origin aggregate to all others,0
6199172,TRCK_TunParSyncRequest,VOD1.TRCKVOD,COM.$BROADCAST,7200,0,1,86400,NULL,tuning parameter synchronize request from aggr,0
6199173,TRCK_EquipmentSyncRequest,VOD1.TRCKVOD,COM.$BROADCAST,7200,0,1,86400,NULL,equipment synchronize request from aggr,0
6199174,TRCK_ExtDataStoreRequest,VOD1.TRCKVOD,COM.$BROADCAST,7200,0,1,86400,NULL,external data store request from aggr,0
9961501,COM_MatStoreRequest,COM.TRCKCOM,VOD1.TRCKAGGR,7200,0,1,86400,NULL,broadcast material data to aggr,0
9961502,COM_GradeStoreRequest,COM.TRCKCOM,VOD1.TRCKAGGR,7200,0,1,86400,NULL,broadcast grade data to aggr,0
9961503,COM_SchemaStoreRequest,COM.TRCKCOM,VOD1.TRCKAGGR,7200,0,1,86400,NULL,broadcast schema data to aggr,0
9961504,COM_SMPStoreRequest,COM.TRCKCOM,VOD1.TRCKAGGR,7200,0,1,86400,NULL,broadcast SMP data to aggr,0
9961510,COM_SampleStoreRequest,COM.TRCKCOM,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9961512,COM_ModCalcRequest,COM,VOD1.TRCKVODA,7200,0,1,86400,NULL,model calculation request to aggr,0
9961525,TRCK_SampleStoreRequest,COM.$BROADCAST,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9961522,TRCK_TunParSyncRequest,COM.$BROADCAST,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast tuning parameter synchronize to aggr,0
9961523,TRCK_EquipmentSyncRequest,COM.$BROADCAST,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast equipment synchronize to aggr,0
9961527,TRCK_ExtDataStoreRequest,COM.$BROADCAST,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast external data to aggr,0
9921180,COM_Report,COM.REPSTORE,EAF1.REPSEND,7200,0,1,86400,NULL,Report Message from COM to Aggr,0
9961180,COM_Report,COM.REPSTORE,VOD1.REPSEND,7200,0,1,86400,NULL,Report Message from COM to Aggr,0
2199180,TRCK_Report,EAF1.REPSEND,COM.REPSTORE,7200,0,1,86400,NULL,Report Message from Aggr to COM,0
6199180,TRCK_Report,VOD1.REPSEND,COM.REPSTORE,7200,0,1,86400,NULL,Report Message from Aggr to COM,0
2199101,GUI_CreateSchedule,EAF1,COM.SCHED,7200,0,1,86400,NULL,order create,0
9961526,TRCK_SampleStoreRequest,COM.$BROADCAST,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast sample result to aggr,0
2199102,GUI_ModifySchedule,EAF1,COM.SCHED,7200,0,1,86400,NULL,order modify,0
9921514,COM_ReorderRequest,COM.SCHED,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast reorder request to aggr,0
9961518,COM_ReorderRequest,COM.SCHED,VOD1.TRCKVODA,7200,0,1,86400,NULL,broadcast reorder request to aggr,0
9961519,COM_ReorderRequest,COM.SCHED,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast reorder request to aggr,0
2199103,GUI_ModifySchedule_Items,EAF1,COM.SCHED,7200,0,1,86400,NULL,order modify items,0
2199104,GUI_DeleteSchedule,EAF1,COM.SCHED,7200,0,1,86400,NULL,order delete,0
2199121,GUI_CreatePremelt,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt create,0
2199122,GUI_ModifyPremelt,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt modify,0
2199123,GUI_ModifyPremelt_Items,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt modify items,0
2199124,GUI_DeletePremelt,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt delete,0
2199131,GUI_CreateScrap,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,scrap box create,0
2199132,GUI_ModifyScrap,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,scrap box modify,0
2199133,GUI_ModifyScrap_Items,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,scrap box modify items,0
2199134,GUI_DeleteScrap,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,"scrap box delete ",0
2199161,TRCK_AggrPlantStatus,EAF1.TRCKEAF,COM.PROD,7200,0,1,86400,NULL,plant status from aggr,0
2199162,TRCK_LadleAggrStatus,EAF1.TRCKEAF,COM.LADLE,7200,0,1,86400,NULL,ladle status from aggr,0
2199163,TRCK_ReportCOM,EAF1.TRCKEAF,COM.TRCKCOM,7200,0,1,86400,NULL,reports from aggr,0
2199167,TRCK_ModCalcPerformed,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,model calculation result from aggr,0
2199171,TRCK_SampleStoreRequest,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,modified sample back from origin aggregate to all others,0
2199172,TRCK_TunParSyncRequest,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,tuning parameter synchronize request from aggr,0
2199173,TRCK_EquipmentSyncRequest,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,equipment synchronize request from aggr,0
2199174,TRCK_ExtDataStoreRequest,EAF1.TRCKEAF,COM.$BROADCAST,7200,0,1,86400,NULL,external data store request from aggr,0
2199181,GUI_RequestHotMetal,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,hot metal request,0
2199182,GUI_RequestScrap,EAF1.TRCKEAF,COM.SCRAP,7200,0,1,86400,NULL,scrap request,0
9921501,COM_MatStoreRequest,COM.TRCKCOM,EAF1.TRCKAGGR,7200,0,1,86400,NULL,broadcast material data to aggr,0
9921502,COM_GradeStoreRequest,COM.TRCKCOM,EAF1.TRCKAGGR,7200,0,1,86400,NULL,broadcast grade data to aggr,0
9921503,COM_SchemaStoreRequest,COM.TRCKCOM,EAF1.TRCKAGGR,7200,0,1,86400,NULL,broadcast schema data to aggr,0
9921504,COM_SMPStoreRequest,COM.TRCKCOM,EAF1.TRCKAGGR,7200,0,1,86400,NULL,broadcast SMP data to aggr,0
9921510,COM_SampleStoreRequest,COM.TRCKCOM,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9961511,COM_SampleStoreRequest,COM.TRCKCOM,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast sample result to aggr,0
6199110,L2_L3_TCP_SEND,VOD1.TRCKVOD,COM.COM_L3,7200,0,1,86400,NULL,VTD Heat Report,0
2299110,L2_L3_TCP_SEND,EAF2.TRCKEAF,COM.COM_L3,7200,0,1,86400,NULL,eaf heat report,0
9961513,COM_ModCalcRequest,COM,VOD1.TRCKVODB,7200,0,1,86400,NULL,model calculation request to aggr,0
9921511,COM_ModCalcRequest,COM,EAF1.TRCKEAF,7200,0,1,86400,NULL,model calculation request to aggr,0
9921521,TRCK_SampleStoreRequest,COM.$BROADCAST,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast sample result to aggr,0
9921522,TRCK_TunParSyncRequest,COM.$BROADCAST,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast tuning parameter synchronize to aggr,0
9921523,TRCK_EquipmentSyncRequest,COM.$BROADCAST,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast equipment synchronize to aggr,0
9921524,TRCK_ExtDataStoreRequest,COM.$BROADCAST,EAF1.TRCKEAF,7200,0,1,86400,NULL,broadcast external data to aggr,0
2199125,TRCK_PremeltHandling,EAF1.TRCKEAF,COM.PREMELT,7200,0,1,86400,NULL,premelt handling,0
9961515,COM_WeighingRequest,COM.PREMELT,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast weighing request to aggr,0
9961517,COM_ReladleRequest,COM.LADLE,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast reladle request to aggr,0
9961528,TRCK_ExtDataStoreRequest,COM.$BROADCAST,VOD1.TRCKVODB,7200,0,1,86400,NULL,broadcast external data to aggr,0
9999171,TRCK_SampleStoreRequest,COM.TRCKCOM,COM.$BROADCAST,7200,0,1,86400,NULL,COM sample result to aggr,0
9999521,TRCK_SampleStoreRequest,COM.$BROADCAST,COM.PREMELT,7200,0,1,86400,NULL,broadcast sample result to aggr,0
